contig	start	end	comparison	fraction_GC	SubstitutionsPerSite	type	mu1	mu2	m3
chr5:44812670-52962051	1240000	1250000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.38	0.01815756596	Chimpanzee_h1	2.83711968125e-08	4.00128733161094e-08	3.79289281644306e-08
chr5:44812670-52962051	4780000	4790000	clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.409	0.0004057547884	Chimpanzee_h1	6.33991856875e-10	8.94140491155015e-10	1.07301076513842e-09
chr5:44812670-52962051	7490000	7500000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.337	0.01220569861	Chimpanzee_h1	1.9071404078125e-08	2.68970562074468e-08	2.50094412177226e-08
chr5:44812670-52962051	6860000	6870000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.393	0.01263634535	Chimpanzee_h1	1.9744289609375e-08	2.78460497834346e-08	3.58257046654436e-08
chr5:44812670-52962051	810000	820000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.232	0.08111488085	Chimpanzee_h1	1.26742001328125e-07	1.78748597617781e-07	1.95769042232929e-07
chr5:44812670-52962051	1210000	1220000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.34225	0.01091143411	Chimpanzee_h1	1.7049115796875e-08	2.40449535858663e-08	2.61851136747847e-08
chr5:44812670-52962051	410000	420000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.3705	0.01057362037	Chimpanzee_h1	1.6521281828125e-08	2.33005312104863e-08	2.84244041311694e-08
chr5:44812670-52962051	6590000	6600000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.3695	0.01205269384	Chimpanzee_h1	1.8832334125e-08	2.65598876413374e-08	2.09894981216923e-08
chr5:44812670-52962051	7390000	7400000	clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1	0.452	0.008939458602	Chimpanzee_h1	1.3967904065625e-08	1.96994148524316e-08	1.81289456745285e-08
chr5:44812670-52962051	850000	860000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.334	0.01028415064	Chimpanzee_h1	1.6068985375e-08	2.26626419878419e-08	2.73698681594471e-08
chr5:44812670-52962051	690000	700000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.368	0.0106716969	Chimpanzee_h1	1.667452640625e-08	2.35166573024316e-08	2.21008228982122e-08
chr5:44812670-52962051	1660000	1670000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.36575	0.02472863827	Chimpanzee_h1	3.8638497296875e-08	5.44931998351064e-08	5.25127894524657e-08
chr5:44812670-52962051	6520000	6530000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.369	0.009760251033	Chimpanzee_h1	1.52503922390625e-08	2.15081519724164e-08	1.954561691166e-08
chr5:44812670-52962051	6530000	6540000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.359	0.01554289921	Chimpanzee_h1	2.4285780015625e-08	3.425106968769e-08	3.98238749490745e-08
chr5:44812670-52962051	6810000	6820000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.347	0.01000447414	Chimpanzee_h1	1.563199084375e-08	2.20463335911854e-08	2.64702053879098e-08
chr5:44812670-52962051	490000	500000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.339	0.01337247201	Chimpanzee_h1	2.0894487515625e-08	2.94682133958967e-08	2.19094170051833e-08
chr5:44812670-52962051	910000	920000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.335	0.01054709657	Chimpanzee_h1	1.6479838390625e-08	2.32420821071429e-08	1.74764444241766e-08
chr5:44812670-52962051	7120000	7130000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.353	0.01200530821	Chimpanzee_h1	1.8758294078125e-08	2.64554664202128e-08	2.726626704653e-08
chr5:44812670-52962051	800000	810000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.328	0.01429803587	Chimpanzee_h1	2.2340681046875e-08	3.15078298047112e-08	3.3807646098055e-08
chr5:44812670-52962051	0	10000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5	0.339	0.008476146872	Chimpanzee_h1	1.32439794875e-08	1.86784391556231e-08	1.91407273451345e-08
chr5:44812670-52962051	1000000	1010000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.338	0.007662938927	Chimpanzee_h1	1.19733420734375e-08	1.6886415568617e-08	1.28112541103274e-08
chr5:44812670-52962051	590000	600000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.398	0.01180043392	Chimpanzee_h1	1.8438178e-08	2.60039957203647e-08	2.68553291984507e-08
chr5:44812670-52962051	640000	650000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.37925	0.01426979433	Chimpanzee_h1	2.2296553640625e-08	3.14455954080547e-08	3.70121132263249e-08
chr5:44812670-52962051	6560000	6570000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.344	0.01144415767	Chimpanzee_h1	1.7881496359375e-08	2.52188884825228e-08	3.33379474442846e-08
chr5:44812670-52962051	190000	200000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.368	0.01050414672	Chimpanzee_h1	1.641272925e-08	2.3147435781155e-08	2.73809015929136e-08
chr5:44812670-52962051	4340000	4350000	clint_PTR_cen5_h1v1-chm1_cen5v2	0.392	0.03915555562	Chimpanzee_h1	6.118055565625e-08	8.62850389802431e-08	7.86726349093855e-08
chr5:44812670-52962051	40000	50000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1	0.369	0.01292640505	Chimpanzee_h1	2.0197507890625e-08	2.84852390919453e-08	3.16405578168301e-08
chr5:44812670-52962051	1080000	1090000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.346	0.009507470126	Chimpanzee_h1	1.4855422071875e-08	2.09511119797872e-08	2.2617520284195e-08
chr5:44812670-52962051	3500000	3510000	clint_PTR_cen5_h1v1-chm1_cen5v2	0.392	0.0422578629	Chimpanzee_h1	6.602791078125e-08	9.31214304027356e-08	1.20510843323789e-07
chr5:44812670-52962051	7860000	7870000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.321	0.006948500919	Chimpanzee_h1	1.08570326859375e-08	1.53120460981003e-08	1.58536598380816e-08
chr5:44812670-52962051	7780000	7790000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.3555	0.01799903319	Chimpanzee_h1	2.8123489359375e-08	3.96635229870821e-08	4.62642079293829e-08
chr5:44812670-52962051	130000	140000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.376	0.008008900793	Chimpanzee_h1	1.25139074890625e-08	1.76487935408055e-08	1.77435303390071e-08
chr5:44812670-52962051	1310000	1320000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.35	0.01722297399	Chimpanzee_h1	2.6910896859375e-08	3.79533621360182e-08	4.07551290928553e-08
chr5:44812670-52962051	6670000	6680000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.426	0.008082245832	Chimpanzee_h1	1.26285091125e-08	1.78104201465046e-08	1.90936847844394e-08
chr5:44812670-52962051	7400000	7410000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.39125	0.009532158114	Chimpanzee_h1	1.4893997053125e-08	2.10055156007599e-08	1.9602799726335e-08
chr5:44812670-52962051	7550000	7560000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.337	0.01069433483	Chimpanzee_h1	1.6709898171875e-08	2.35665433183891e-08	1.72290564562033e-08
chr5:44812670-52962051	6240000	6250000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.357	0.04340337877	Chimpanzee_h1	6.7817779328125e-08	9.56457434901216e-08	9.87492301579554e-08
chr5:44812670-52962051	7540000	7550000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.31725	0.02273468732	Chimpanzee_h1	3.55229489375e-08	5.00992349756839e-08	6.09345150076799e-08
chr5:44812670-52962051	1030000	1040000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.368	0.01038616265	Chimpanzee_h1	1.6228379140625e-08	2.28874404901216e-08	2.0323240411266e-08
chr5:44812670-52962051	6450000	6460000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.40375	0.01305240654	Chimpanzee_h1	2.039438521875e-08	2.8762901949848e-08	2.12805705129658e-08
chr5:44812670-52962051	7720000	7730000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.349	0.01804566328	Chimpanzee_h1	2.8196348875e-08	3.97662792644377e-08	4.31500312597621e-08
chr5:44812670-52962051	4020000	4030000	clint_PTR_cen5_h1v1-hg00733_cen5_h1v1	0.392	0.07200819703	Chimpanzee_h1	1.12512807859375e-07	1.58680677345745e-07	1.52384467372335e-07
chr5:44812670-52962051	60000	70000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.347	0.01300692196	Chimpanzee_h1	2.03233155625e-08	2.86626699726444e-08	2.77460182240737e-08
chr5:44812670-52962051	1330000	1340000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.39625	0.02234543432	Chimpanzee_h1	3.4914741125e-08	4.92414586079027e-08	3.91178060660532e-08
chr5:44812670-52962051	6610000	6620000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.395	0.01463495307	Chimpanzee_h1	2.2867114171875e-08	3.22502765220365e-08	3.68956534753139e-08
chr5:44812670-52962051	1280000	1290000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.359	0.01734160022	Chimpanzee_h1	2.709625034375e-08	3.82147725212766e-08	3.67395232218022e-08
chr5:44812670-52962051	3030000	3040000	clint_PTR_cen5_h1v1-hg00733_cen5_h1v1	0.39	0.07607110413	Chimpanzee_h1	1.18861100203125e-07	1.67633892079787e-07	1.65807272000775e-07
chr5:44812670-52962051	4170000	4180000	clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.392	0.06872351818	Chimpanzee_h1	1.0738049715625e-07	1.51442403284195e-07	1.90689049369267e-07
chr5:44812670-52962051	7520000	7530000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.306	0.009556626501	Chimpanzee_h1	1.49322289078125e-08	2.10594352985562e-08	2.48538005444662e-08
chr5:44812670-52962051	7060000	7070000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.34775	0.0148979949	Chimpanzee_h1	2.327811703125e-08	3.28299279711246e-08	2.77761412321946e-08
chr5:44812670-52962051	6650000	6660000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.3195	0.02880351818	Chimpanzee_h1	4.500549715625e-08	6.34727984209726e-08	6.04942295803246e-08
chr5:44812670-52962051	7590000	7600000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.341	0.01539704866	Chimpanzee_h1	2.405788853125e-08	3.39296665e-08	2.93236922634749e-08
chr5:44812670-52962051	7010000	7020000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.371	0.01269477891	Chimpanzee_h1	1.9835592046875e-08	2.79748167469605e-08	2.38049369004642e-08
chr5:44812670-52962051	7030000	7040000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.363	0.008613443245	Chimpanzee_h1	1.34585050703125e-08	1.89809919532675e-08	1.44912117574094e-08
chr5:44812670-52962051	6220000	6230000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.364	0.03054407295	Chimpanzee_h1	4.7725113984375e-08	6.73083674430091e-08	7.85808404949547e-08
chr5:44812670-52962051	1050000	1060000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.338	0.009963965463	Chimpanzee_h1	1.55686960359375e-08	2.1957066749772e-08	2.08111091048847e-08
chr5:44812670-52962051	7050000	7060000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.35375	0.01235468571	Chimpanzee_h1	1.9304196421875e-08	2.72253712454407e-08	2.8490754707076e-08
chr5:44812670-52962051	1740000	1750000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.356	0.02682609282	Chimpanzee_h1	4.191577003125e-08	5.91152501352584e-08	5.57882840293629e-08
chr5:44812670-52962051	380000	390000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.369	0.01753888116	Chimpanzee_h1	2.74045018125e-08	3.86495101550152e-08	4.80909355822741e-08
chr5:44812670-52962051	7630000	7640000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.369	0.01183334585	Chimpanzee_h1	1.8489602890625e-08	2.60765220098784e-08	2.27341271685633e-08
chr5:44812670-52962051	6430000	6440000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.36775	0.01021712105	Chimpanzee_h1	1.5964251640625e-08	2.25149324050152e-08	2.75350446429834e-08
chr5:44812670-52962051	7740000	7750000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.36875	0.0150321934	Chimpanzee_h1	2.34878021875e-08	3.31256541489362e-08	3.29719157579873e-08
chr5:44812670-52962051	6620000	6630000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.347	0.0177964279	Chimpanzee_h1	2.780691859375e-08	3.92170523632219e-08	3.45005747396999e-08
chr5:44812670-52962051	1420000	1430000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.364	0.0245429593	Chimpanzee_h1	3.834837390625e-08	5.40840288525836e-08	4.39318688922115e-08
chr5:44812670-52962051	540000	550000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.399	0.01522569963	Chimpanzee_h1	2.3790155671875e-08	3.35520736527356e-08	3.18556105285339e-08
chr5:44812670-52962051	6890000	6900000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.382	0.01242355006	Chimpanzee_h1	1.941179696875e-08	2.73771239924012e-08	2.87825508335741e-08
chr5:44812670-52962051	6990000	7000000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.365	0.01222070197	Chimpanzee_h1	1.9094846828125e-08	2.69301183229483e-08	2.44548851954723e-08
chr5:44812670-52962051	1020000	1030000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.401	0.01406717606	Chimpanzee_h1	2.197996259375e-08	3.09990961808511e-08	3.88955392033915e-08
chr5:44812670-52962051	6720000	6730000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.36425	0.008940562072	Chimpanzee_h1	1.39696282375e-08	1.97018465112462e-08	1.89965074920015e-08
chr5:44812670-52962051	3510000	3520000	clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.388	0.06385303149	Chimpanzee_h1	9.9770361703125e-08	1.407095678731e-07	1.2535486626025e-07
chr5:44812670-52962051	330000	340000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.35225	0.01565267268	Chimpanzee_h1	2.44573010625e-08	3.44929717112462e-08	3.8295958682717e-08
chr5:44812670-52962051	6710000	6720000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.34675	0.009272358061	Chimpanzee_h1	1.44880594703125e-08	2.04330078851824e-08	2.04864523612146e-08
chr5:44812670-52962051	1120000	1130000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.339	0.01021283448	Chimpanzee_h1	1.5957553875e-08	2.25054863161094e-08	2.5343280405648e-08
chr5:44812670-52962051	1720000	1730000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.353	0.02186710306	Chimpanzee_h1	3.416734853125e-08	4.8187385162614e-08	4.22588130210552e-08
chr5:44812670-52962051	740000	750000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.346	0.01348109995	Chimpanzee_h1	2.1064218671875e-08	2.9707591075228e-08	2.83026504939239e-08
chr5:44812670-52962051	3560000	3570000	clint_PTR_cen5_h1v1-hg00733_cen5_h1v1	0.392	0.05041648908	Chimpanzee_h1	7.87757641875e-08	1.11100165905775e-07	1.20234331603927e-07
chr5:44812670-52962051	7230000	7240000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.348	0.009563493604	Chimpanzee_h1	1.494295875625e-08	2.10745679723404e-08	2.78612645899214e-08
chr5:44812670-52962051	880000	890000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.357	0.02041364147	Chimpanzee_h1	3.1896314796875e-08	4.49844682849544e-08	4.60361979821886e-08
chr5:44812670-52962051	900000	910000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.323	0.0157616279	Chimpanzee_h1	2.462754359375e-08	3.47330706003039e-08	3.67597328757891e-08
chr5:44812670-52962051	1380000	1390000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.363	0.02711615145	Chimpanzee_h1	4.2368986640625e-08	5.97544370858663e-08	7.19558985156504e-08
chr5:44812670-52962051	7180000	7190000	clint_PTR_cen5_h1v1-chm1_cen5v2,clint_PTR_cen5_h1v1-chr5,clint_PTR_cen5_h1v1-hg00733_cen5_h1v1,clint_PTR_cen5_h1v1-hg00733_cen5_h2v1	0.352	0.01171099208	Chimpanzee_h1	1.8298425125e-08	2.58068974407295e-08	2.2803353570932e-08
