contig	start	end	comparison	fraction_GC	SubstitutionsPerSite	type	mu1
chr21:8962852-13306301	4060000	4070000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.357	0.0003002039594	HG00733h2	7.505098985e-09
chr21:8962852-13306301	1400000	1410000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.364	0.001537646255	HG00733h2	3.8441156375e-08
chr21:8962852-13306301	1440000	1450000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.4336666667	0.002196070848	HG00733h2	5.49017712e-08
chr21:8962852-13306301	4330000	4340000	hg00733_cen21_h2v1-chr21	0.409	0.001101935138	HG00733h2	2.754837845e-08
chr21:8962852-13306301	210000	220000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.3876666667	0.004060142729	HG00733h2	1.01503568225e-07
chr21:8962852-13306301	3550000	3560000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.36	0.002372368992	HG00733h2	5.93092248e-08
chr21:8962852-13306301	2840000	2850000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.406	0.001640468305	HG00733h2	4.1011707625e-08
chr21:8962852-13306301	1500000	1510000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.393	0.003098019854	HG00733h2	7.745049635e-08
chr21:8962852-13306301	1970000	1980000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.226	0.02053771696	HG00733h2	5.13442924e-07
chr21:8962852-13306301	960000	970000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.393	0.001639194383	HG00733h2	4.0979859575e-08
chr21:8962852-13306301	2500000	2510000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.44	6.667636028e-05	HG00733h2	1.666909007e-09
chr21:8962852-13306301	90000	100000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.2926666667	0.001202192818	HG00733h2	3.005482045e-08
chr21:8962852-13306301	1700000	1710000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.35	0.004007957497	HG00733h2	1.00198937425e-07
chr21:8962852-13306301	70000	80000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.3443333333	0.002100920724	HG00733h2	5.25230181e-08
chr21:8962852-13306301	870000	880000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.3943333333	0.0003670303096	HG00733h2	9.17575774e-09
chr21:8962852-13306301	3370000	3380000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.372	0.0003001379176	HG00733h2	7.50344794e-09
chr21:8962852-13306301	3710000	3720000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.365	0	HG00733h2	0
chr21:8962852-13306301	3480000	3490000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.402	0.002679756626	HG00733h2	6.699391565e-08
chr21:8962852-13306301	3690000	3700000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.348	0.0001667627438	HG00733h2	4.169068595e-09
chr21:8962852-13306301	1770000	1780000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.435	0.0002336464308	HG00733h2	5.84116077e-09
chr21:8962852-13306301	3980000	3990000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.347	0.0006676517597	HG00733h2	1.66912939925e-08
chr21:8962852-13306301	1810000	1820000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.43	3.33398317e-05	HG00733h2	8.334957925e-10
chr21:8962852-13306301	3180000	3190000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.408	0.0009677782757	HG00733h2	2.41944568925e-08
chr21:8962852-13306301	2970000	2980000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.3566666667	0.001073677713	HG00733h2	2.6841942825e-08
chr21:8962852-13306301	2090000	2100000	hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.389	0.01179677971	HG00733h2	2.9491949275e-07
chr21:8962852-13306301	3430000	3440000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.4603333333	0.001001133901	HG00733h2	2.5028347525e-08
chr21:8962852-13306301	1900000	1910000	hg00733_cen21_h2v1-hg00733_cen21_h2v1	0.224	0.1174639845	HG00733h2	2.9365996125e-06
chr21:8962852-13306301	800000	810000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.422	0.001001996477	HG00733h2	2.5049911925e-08
chr21:8962852-13306301	4170000	4180000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.38	0.002237333552	HG00733h2	5.59333388e-08
chr21:8962852-13306301	1150000	1160000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.3576666667	0.002008195387	HG00733h2	5.0204884675e-08
chr21:8962852-13306301	1850000	1860000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.222	0.0003000875819	HG00733h2	7.5021895475e-09
chr21:8962852-13306301	3580000	3590000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.344	0.001803248078	HG00733h2	4.508120195e-08
chr21:8962852-13306301	1940000	1950000	hg00733_cen21_h2v1-hg00733_cen21_h2v1	0.226	0.06217865203	HG00733h2	1.55446630075e-06
chr21:8962852-13306301	2720000	2730000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.34	0.0006689590367	HG00733h2	1.67239759175e-08
chr21:8962852-13306301	4160000	4170000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.366	0.00290850928	HG00733h2	7.2712732e-08
chr21:8962852-13306301	3970000	3980000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.356	0.000800832973	HG00733h2	2.0020824325e-08
chr21:8962852-13306301	860000	870000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.364	0.0001667462296	HG00733h2	4.16865574e-09
chr21:8962852-13306301	2610000	2620000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.373	0.00063430451	HG00733h2	1.585761275e-08
chr21:8962852-13306301	2080000	2090000	hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.3895	0.003568402449	HG00733h2	8.9210061225e-08
chr21:8962852-13306301	2130000	2140000	hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.39	0.003669709323	HG00733h2	9.1742733075e-08
chr21:8962852-13306301	740000	750000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.348	0	HG00733h2	0
chr21:8962852-13306301	540000	550000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.333	0.000867581068	HG00733h2	2.16895267e-08
chr21:8962852-13306301	1640000	1650000	hg00733_cen21_h2v1-chm1_cen21v5,hg00733_cen21_h2v1-chr21,hg00733_cen21_h2v1-hg00733_cen21_h1v1	0.455	0.001411695664	HG00733h2	3.52923916e-08
chr21:8962852-13306301	3700000	3710000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.4	0.01659213959	chimph1	2.5925218109375e-08
chr21:8962852-13306301	3040000	3050000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.428	0.01699637103	chimph1	2.6556829734375e-08
chr21:8962852-13306301	2430000	2440000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.389	0.01653344683	chimph1	2.5833510671875e-08
chr21:8962852-13306301	3910000	3920000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.3455	0.01476262135	chimph1	2.3066595859375e-08
chr21:8962852-13306301	880000	890000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.44375	0.05192609398	chimph1	8.113452184375e-08
chr21:8962852-13306301	690000	700000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.334	0.0204283988	chimph1	3.1919373125e-08
chr21:8962852-13306301	2860000	2870000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.377	0.02196778363	chimph1	3.4324661921875e-08
chr21:8962852-13306301	4240000	4250000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.363	0.01525475408	chimph1	2.383555325e-08
chr21:8962852-13306301	3020000	3030000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.419	0.015778315	chimph1	2.46536171875e-08
chr21:8962852-13306301	3340000	3350000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.369	0.008919382555	chimph1	1.39365352421875e-08
chr21:8962852-13306301	4040000	4050000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.333	0.01671400239	chimph1	2.6115628734375e-08
chr21:8962852-13306301	4090000	4100000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.366	0.01501588639	chimph1	2.3462322484375e-08
chr21:8962852-13306301	3880000	3890000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.3665	0.01032164937	chimph1	1.6127577140625e-08
chr21:8962852-13306301	2470000	2480000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.326	0.01499377134	chimph1	2.342776771875e-08
chr21:8962852-13306301	2980000	2990000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.3735	0.01489191129	chimph1	2.3268611390625e-08
chr21:8962852-13306301	3590000	3600000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.348	0.008682925556	chimph1	1.356707118125e-08
chr21:8962852-13306301	3240000	3250000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.458	0.02179866766	chimph1	3.406041821875e-08
chr21:8962852-13306301	4180000	4190000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.36	0.0102266354	chimph1	1.59791178125e-08
chr21:8962852-13306301	3680000	3690000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.33075	0.01726095419	chimph1	2.6970240921875e-08
chr21:8962852-13306301	850000	860000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.455	0.02630854424	chimph1	4.1107100375e-08
chr21:8962852-13306301	4110000	4120000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.359	0.01288664602	chimph1	2.013538440625e-08
chr21:8962852-13306301	2460000	2470000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.355	0.01893626436	chimph1	2.95879130625e-08
chr21:8962852-13306301	2910000	2920000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.377	0.01308745366	chimph1	2.044914634375e-08
chr21:8962852-13306301	3560000	3570000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.356	0.01052659033	chimph1	1.6447797390625e-08
chr21:8962852-13306301	2830000	2840000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.38675	0.02270041353	chimph1	3.5469396140625e-08
chr21:8962852-13306301	4080000	4090000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.376	0.01465974458	chimph1	2.290585090625e-08
chr21:8962852-13306301	4120000	4130000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.364	0.01227122223	chimph1	1.9173784734375e-08
chr21:8962852-13306301	4140000	4150000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.355	0.01073899027	chimph1	1.6779672296875e-08
chr21:8962852-13306301	2360000	2370000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.37	0.02783678299	chimph1	4.3494973421875e-08
chr21:8962852-13306301	2740000	2750000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.4565	0.02849475161	chimph1	4.4523049390625e-08
chr21:8962852-13306301	4070000	4080000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.401	0.01197874077	chimph1	1.8716782453125e-08
chr21:8962852-13306301	1960000	1970000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.226	0.05351912444	chimph1	8.36236319375e-08
chr21:8962852-13306301	4020000	4030000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.37	0.01279278146	chimph1	1.998872103125e-08
chr21:8962852-13306301	3820000	3830000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.349	0.02049109872	chimph1	3.201734175e-08
chr21:8962852-13306301	3630000	3640000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.376	0.0159931248	chimph1	2.49892575e-08
chr21:8962852-13306301	3420000	3430000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.355	0.005955874565	chimph1	9.3060540078125e-09
chr21:8962852-13306301	2440000	2450000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.358	0.01439235016	chimph1	2.2488047125e-08
chr21:8962852-13306301	2380000	2390000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.399	0.01941083148	chimph1	3.03294241875e-08
chr21:8962852-13306301	4130000	4140000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.374	0.0107183371	chimph1	1.674740171875e-08
chr21:8962852-13306301	3300000	3310000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.359	0.01211665272	chimph1	1.8932269875e-08
chr21:8962852-13306301	3830000	3840000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.373	0.01480306137	chimph1	2.3129783390625e-08
chr21:8962852-13306301	3170000	3180000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.461	0.02430675106	chimph1	3.797929853125e-08
chr21:8962852-13306301	760000	770000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.378	0.02254961615	chimph1	3.5233775234375e-08
chr21:8962852-13306301	530000	540000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.39	0.0154854162	chimph1	2.41959628125e-08
chr21:8962852-13306301	4100000	4110000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.35325	0.01791013711	chimph1	2.7984589234375e-08
chr21:8962852-13306301	3960000	3970000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.36325	0.01281703533	chimph1	2.0026617703125e-08
chr21:8962852-13306301	3220000	3230000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.45925	0.01056697059	chimph1	1.6510891546875e-08
chr21:8962852-13306301	1920000	1930000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.226	0.07298812725	chimph1	1.14043948828125e-07
chr21:8962852-13306301	3900000	3910000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.377	0.01471343976	chimph1	2.2989749625e-08
chr21:8962852-13306301	2760000	2770000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.41325	0.04978513252	chimph1	7.77892695625e-08
chr21:8962852-13306301	1910000	1920000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.226	0.05652142415	chimph1	8.8314725234375e-08
chr21:8962852-13306301	3030000	3040000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.44025	0.02753799547	chimph1	4.3028117921875e-08
chr21:8962852-13306301	4230000	4240000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.416	0.02003790678	chimph1	3.130922934375e-08
chr21:8962852-13306301	3520000	3530000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.352	0.007869299266	chimph1	1.2295780103125e-08
chr21:8962852-13306301	710000	720000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.308	0.01596549391	chimph1	2.4946084234375e-08
chr21:8962852-13306301	650000	660000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.349	0.01533906414	chimph1	2.396728771875e-08
chr21:8962852-13306301	4210000	4220000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.339	0.01255948819	chimph1	1.9624200296875e-08
chr21:8962852-13306301	3000000	3010000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.374	0.0165590085	chimph1	2.587345078125e-08
chr21:8962852-13306301	3810000	3820000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.363	0.009993106853	chimph1	1.56142294578125e-08
chr21:8962852-13306301	3200000	3210000	clint_PTR_cen21_h1v1-chm1_cen21v5,clint_PTR_cen21_h1v1-chr21,clint_PTR_cen21_h1v1-hg00733_cen21_h1v1,clint_PTR_cen21_h1v1-hg00733_cen21_h2v1	0.4335	0.01120760715	chimph1	1.7511886171875e-08
